Famille de substances,Groupe,Aliment,Type,Unité,Nom Substance,Substance,LB,UB,MB
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Calcium,Ca,679.5,679.5,679.5
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Cadmium,Cd,0.01655,0.01655,0.01655
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Cobalt,Co,0.012910000000000001,0.012910000000000001,0.012910000000000001
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Chromium,Cr,0.244,0.244,0.244
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Cuivre,Cu,1.6095,1.6095,1.6095
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Fer,Fe,16.975,16.975,16.975
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Germanium,Ge,0.0,0.0015,0.00075
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Potassium,K,3820.0,3820.0,3820.0
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Lithium,Li,0.01745,0.01745,0.01745
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Magnésium,Mg,556.5,556.5,556.5
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Manganese,Mn,7.34,7.34,7.34
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Molybdène,Mo,0.2905,0.2905,0.2905
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Sodium,Na,3013.5,3013.5,3013.5
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Nickel,Ni,0.2575,0.2575,0.24425000000000002
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Plomb,Pb,0.01026,0.01026,0.01026
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Antimoine,Sb,0.001895,0.001895,0.001895
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Etain,Sn,0.015924999999999998,0.015924999999999998,0.015924999999999998
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Strontium,Sr,3.0545,3.0545,3.0545
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Tellure,Te,0.001,0.0015,0.00075
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Vanadium,V,0.02,0.02,0.01
Contaminants inorg et minéraux,Plats composés,escalopes végétales à base de soja,N,µg/g,Zinc,Zn,7.535,7.535,7.535
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Argent,Ag,0.0437,0.06470000000000001,0.0374
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Aluminium,Al,2.0342,2.0578,2.0224
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Arsenic,As,0.028149999999999998,0.02865,0.0284
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Baryum,Ba,0.2085,0.2085,0.2085
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Calcium,Ca,595.7,595.7,595.7
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Cadmium,Cd,0.012620000000000001,0.01267,0.012645
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Cobalt,Co,0.010190000000000001,0.010190000000000001,0.010190000000000001
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Chromium,Cr,0.2718,0.2718,0.2718
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Cuivre,Cu,0.7908,0.7908,0.7908
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Fer,Fe,7.1209999999999996,7.1209999999999996,7.1209999999999996
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Germanium,Ge,0.003881,0.004031,0.0032059999999999996
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Mercure,Hg,0.001,0.0055,0.00275
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Potassium,K,2488.0,2488.0,2488.0
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Lithium,Li,0.016031,0.016031,0.016031
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Magnésium,Mg,174.9,174.9,174.9
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Manganese,Mn,0.8708,0.8708,0.8708
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Molybdène,Mo,0.05404,0.05404,0.05404
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Sodium,Na,3281.0,3281.0,3281.0
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Nickel,Ni,0.08351,0.08615999999999999,0.082185
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Plomb,Pb,0.009035,0.009035,0.008785
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Antimoine,Sb,0.0018419999999999999,0.001892,0.001767
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Etain,Sn,0.016304,0.016454,0.016378999999999998
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Strontium,Sr,0.6778,0.6778,0.6778
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Tellure,Te,0.000721,0.001521,0.001121
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Vanadium,V,0.04646,0.04646,0.04546
Contaminants inorg et minéraux,Plats composés,hachis parmentier,R,µg/g,Zinc,Zn,12.033,12.033,12.033
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Argent,Ag,0.2255,0.2255,0.2255
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Aluminium,Al,4.8100000000000005,4.8100000000000005,4.8100000000000005
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Arsenic,As,0.3175,0.3175,0.3175
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Baryum,Ba,0.1535,0.1535,0.1535
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Calcium,Ca,386.5,386.5,386.5
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Cadmium,Cd,0.039099999999999996,0.039099999999999996,0.039099999999999996
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Cobalt,Co,0.01088,0.01088,0.01088
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Chromium,Cr,0.1805,0.1805,0.1805
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Cuivre,Cu,1.1,1.1,1.1
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Fer,Fe,6.859999999999999,6.859999999999999,6.859999999999999
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Germanium,Ge,0.003,0.003,0.0015
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Potassium,K,1480.0,1480.0,1480.0
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Lithium,Li,0.0233,0.0233,0.0233
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Magnésium,Mg,254.0,254.0,254.0
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Manganese,Mn,1.2650000000000001,1.2650000000000001,1.2650000000000001
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Molybdène,Mo,0.11,0.11,0.11
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Sodium,Na,2990.0,2990.0,2990.0
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Nickel,Ni,0.1137,0.1137,0.1137
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Plomb,Pb,0.00927,0.00927,0.00927
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Antimoine,Sb,0.001075,0.001075,0.000825
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Etain,Sn,0.23129999999999998,0.23129999999999998,0.23129999999999998
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Strontium,Sr,2.205,2.205,2.205
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Tellure,Te,0.0,0.001,0.0005
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Vanadium,V,0.052000000000000005,0.052000000000000005,0.052000000000000005
Contaminants inorg et minéraux,Plats composés,paella,R,µg/g,Zinc,Zn,6.75,6.75,6.75
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Argent,Ag,0.063,0.07350000000000001,0.036750000000000005
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Aluminium,Al,1.5525,1.6115,1.582
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Arsenic,As,0.02465,0.02465,0.02465
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Baryum,Ba,0.32775,0.32775,0.32775
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Calcium,Ca,234.75,234.75,234.75
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Cadmium,Cd,0.0082225,0.0082225,0.0082225
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Cobalt,Co,0.0038775,0.0038775,0.0038775
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Chromium,Cr,0.19725,0.19725,0.19725
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Cuivre,Cu,1.4535,1.4535,1.4535
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Fer,Fe,16.9,16.9,16.9
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Germanium,Ge,0.0034400000000000003,0.0038150000000000002,0.0028775
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Mercure,Hg,0.005,0.0075,0.00375
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Potassium,K,1890.0,1890.0,1890.0
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Lithium,Li,0.03335,0.03335,0.03335
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Magnésium,Mg,162.0,162.0,162.0
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Manganese,Mn,0.6925,0.6925,0.6925
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Molybdène,Mo,0.027875,0.027875,0.027875
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Sodium,Na,1297.5,1297.5,1297.5
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Nickel,Ni,0.066,0.066,0.05275
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Plomb,Pb,0.009925,0.009925,0.009925
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Antimoine,Sb,0.003075,0.003075,0.00295
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Etain,Sn,0.020839999999999997,0.020839999999999997,0.020464999999999997
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Strontium,Sr,1.08725,1.08725,1.08725
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Tellure,Te,0.00084,0.00159,0.001215
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Vanadium,V,0.033875,0.033875,0.033875
Contaminants inorg et minéraux,Plats composés,pot-au-feu,R,µg/g,Zinc,Zn,34.8,34.8,34.8
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Argent,Ag,0.05525,0.07625,0.052625000000000005
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Aluminium,Al,2.039375,2.054125,2.04675
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Arsenic,As,0.01900625,0.01931875,0.01885
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Baryum,Ba,0.42,0.42,0.42
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Calcium,Ca,447.875,447.875,447.875
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Cadmium,Cd,0.015008125,0.015008125,0.014976875
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Cobalt,Co,0.0085075,0.0085075,0.0085075
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Chromium,Cr,0.2383375,0.2383375,0.2383375
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Cuivre,Cu,1.150625,1.150625,1.150625
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Fer,Fe,7.1118749999999995,7.1118749999999995,7.1118749999999995
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Gallium,Ga,0.000125,0.0010625,0.00053125
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Germanium,Ge,0.0016875,0.00234375,0.001171875
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Mercure,Hg,0.000625,0.0053125,0.00265625
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Potassium,K,1941.875,1941.875,1941.875
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Lithium,Li,0.01648125,0.01648125,0.01648125
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Magnésium,Mg,210.1875,210.1875,210.1875
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Manganese,Mn,2.056875,2.056875,2.056875
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Molybdène,Mo,0.08626249999999999,0.08626249999999999,0.08626249999999999
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Sodium,Na,3308.75,3308.75,3308.75
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Nickel,Ni,0.1176125,0.1176125,0.1143
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Plomb,Pb,0.0062175,0.00637375,0.005514375
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Antimoine,Sb,0.001843125,0.001905625,0.001843125
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Etain,Sn,0.058025,0.058025,0.058025
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Strontium,Sr,0.8655,0.8655,0.8655
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Tellure,Te,0.0006212500000000001,0.00130875,0.000715
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Vanadium,V,0.052637500000000004,0.052637500000000004,0.052637500000000004
Contaminants inorg et minéraux,Plats composés,pâtes fourrées type ravioli,R,µg/g,Zinc,Zn,7.78875,7.78875,7.78875
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Argent,Ag,0.06133333333333333,0.07533333333333334,0.04733333333333334
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Aluminium,Al,3.106666666666667,3.106666666666667,3.106666666666667
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Arsenic,As,0.020416666666666666,0.020416666666666666,0.020416666666666666
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Baryum,Ba,0.5623333333333334,0.5623333333333334,0.5623333333333334
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Calcium,Ca,199.33333333333334,199.33333333333334,199.33333333333334
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Cadmium,Cd,0.022416666666666668,0.022416666666666668,0.022416666666666668
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Cobalt,Co,0.005505,0.005505,0.005505
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Chromium,Cr,0.17133333333333334,0.17133333333333334,0.17133333333333334
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Cuivre,Cu,1.2,1.2,1.2
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Fer,Fe,7.211666666666666,7.211666666666666,7.211666666666666
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Germanium,Ge,0.0023966666666666667,0.0028966666666666667,0.0021466666666666665
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Potassium,K,2071.6666666666665,2071.6666666666665,2071.6666666666665
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Lithium,Li,0.0147,0.0147,0.0147
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Magnésium,Mg,271.3333333333333,271.3333333333333,271.3333333333333
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Manganese,Mn,2.97,2.97,2.97
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Molybdène,Mo,0.13666666666666666,0.13666666666666666,0.13666666666666666
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Sodium,Na,4248.333333333333,4248.333333333333,4248.333333333333
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Nickel,Ni,0.10601666666666666,0.10601666666666666,0.10160000000000001
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Plomb,Pb,0.008916666666666666,0.008916666666666666,0.008499999999999999
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Antimoine,Sb,0.0013983333333333332,0.0015650000000000002,0.0013150000000000002
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Selenium,Se,0.0,0.05000000000000001,0.025000000000000005
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Etain,Sn,0.0501,0.0501,0.0501
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Strontium,Sr,0.8525,0.8525,0.8525
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Tellure,Te,0.002278333333333333,0.0027783333333333336,0.0021950000000000003
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Vanadium,V,0.037899999999999996,0.037899999999999996,0.037899999999999996
Contaminants inorg et minéraux,Plats composés,taboulé,R,µg/g,Zinc,Zn,4.605,4.605,4.605
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Argent,Ag,0.077625,0.098625,0.077625
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Aluminium,Al,0.9161875,0.9309375,0.8793124999999999
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Arsenic,As,0.01835,0.0186625,0.01725625
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Baryum,Ba,0.0471875,0.0696875,0.03875
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Calcium,Ca,131.81875,131.81875,131.81875
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Cadmium,Cd,0.0009289375000000001,0.0009914375000000001,0.0008039375000000001
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Cobalt,Co,0.01680625,0.01680625,0.01680625
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Chromium,Cr,0.26475,0.26475,0.26475
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Cuivre,Cu,0.7730625,0.7730625,0.7730625
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Fer,Fe,8.726875,8.726875,8.726875
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Germanium,Ge,0.002695,0.0032575,0.00241375
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Potassium,K,4231.25,4231.25,4231.25
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Lithium,Li,0.003161875,0.0032243750000000002,0.003161875
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Magnésium,Mg,307.0625,307.0625,307.0625
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Manganese,Mn,0.11953125,0.11953125,0.11953125
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Molybdène,Mo,0.020575,0.020575,0.0185125
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Sodium,Na,885.5625,885.5625,885.5625
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Nickel,Ni,0.0600375,0.06335,0.0534125
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Plomb,Pb,0.007141875,0.007610624999999999,0.00675125
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Antimoine,Sb,0.001020625,0.001083125,0.000708125
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Selenium,Se,0.00625,0.053125000000000006,0.026562500000000003
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Etain,Sn,0.012589375,0.012589375,0.012401875
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Strontium,Sr,0.0674875,0.06789375,0.067284375
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Tellure,Te,0.001498125,0.001810625,0.001216875
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Vanadium,V,0.02040625,0.02228125,0.01571875
Contaminants inorg et minéraux,Plats composés,veau,R,µg/g,Zinc,Zn,38.88125,38.88125,38.88125
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Argent,Ag,0.084,0.084,0.042
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Aluminium,Al,0.27216666666666667,0.3901666666666666,0.2525
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Arsenic,As,1.71,1.71,1.71
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Baryum,Ba,0.075,0.0825,0.04125
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Calcium,Ca,148.33333333333334,148.33333333333334,148.33333333333334
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Cadmium,Cd,0.0014966666666666668,0.0016633333333333333,0.0015799999999999998
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Cobalt,Co,0.005951666666666667,0.005951666666666667,0.005951666666666667
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Chromium,Cr,0.19966666666666666,0.19966666666666666,0.19966666666666666
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Cuivre,Cu,0.6471666666666667,0.6471666666666667,0.6471666666666667
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Fer,Fe,2.8955,2.8955,2.8955
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Germanium,Ge,0.004203333333333333,0.004203333333333333,0.003453333333333333
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Mercure,Hg,0.06583333333333334,0.06583333333333334,0.06583333333333334
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Potassium,K,3266.6666666666665,3266.6666666666665,3266.6666666666665
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Lithium,Li,0.015666666666666666,0.015666666666666666,0.015666666666666666
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Magnésium,Mg,376.1666666666667,376.1666666666667,376.1666666666667
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Manganese,Mn,0.07903333333333333,0.08028333333333333,0.07965833333333333
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Molybdène,Mo,0.015433333333333332,0.01635,0.013141666666666668
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Sodium,Na,1098.1666666666667,1098.1666666666667,1098.1666666666667
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Nickel,Ni,0.07121666666666666,0.07121666666666666,0.057966666666666666
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Plomb,Pb,0.005316666666666667,0.005733333333333333,0.0038583333333333334
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Antimoine,Sb,0.0024883333333333333,0.0024883333333333333,0.0024883333333333333
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Selenium,Se,0.11699999999999999,0.142,0.1295
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Etain,Sn,0.01434166666666667,0.014841666666666668,0.014591666666666668
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Strontium,Sr,0.9643333333333333,0.9643333333333333,0.9643333333333333
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Tellure,Te,0.0011066666666666666,0.0016066666666666666,0.00119
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Vanadium,V,0.030216666666666666,0.03188333333333333,0.029383333333333334
Contaminants inorg et minéraux,Poissons,lieu ou colin,R,µg/g,Zinc,Zn,4.778333333333333,4.778333333333333,4.778333333333333
Contaminants inorg et minéraux,Poissons,poisson pané,R,µg/g,Argent,Ag,0.085,0.10075,0.071875
Contaminants inorg et minéraux,Poissons,poisson pané,R,µg/g,Aluminium,Al,1.008,1.0522500000000001,0.9858750000000001
Contaminants inorg et minéraux,Poissons,poisson pané,R,µg/g,Arsenic,As,1.5665,1.5665,1.5665
Contaminants inorg et minéraux,Poissons,poisson pané,R,µg/g,Baryum,Ba,0.216625,0.216625,0.216625
Contaminants inorg et minéraux,Poissons,poisson pané,R,µg/g,Calcium,Ca,150.94375,150.94375,150.94375
Contaminants inorg et minéraux,Poissons,poisson pané,R,µg/g,Cadmium,Cd,0.00548625,0.0055175,0.005501875
Contaminants inorg et minéraux,Poissons,poisson pané,R,µg/g,Cobalt,Co,0.0068175,0.0068175,0.006755
