Famille de substances,Groupe,Aliment,Type,Unité,Nom Substance,Substance,LB,UB,MB
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Manganese,Mn,2.675,2.675,2.675
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Molybdène,Mo,0.0858,0.0858,0.0858
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Sodium,Na,1079.0,1079.0,1079.0
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Nickel,Ni,0.2165,0.2165,0.2165
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Plomb,Pb,0.005,0.005,0.0025
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Antimoine,Sb,0.001325,0.001325,0.001075
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Etain,Sn,0.0062450000000000006,0.0062450000000000006,0.0062450000000000006
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Strontium,Sr,0.6555,0.6555,0.6555
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Tellure,Te,0.001545,0.002045,0.001795
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Vanadium,V,0.02,0.02,0.01
Contaminants inorg et minéraux,Céréales pour petit déjeuner,céréales au chocolat,N,µg/g,Zinc,Zn,4.359999999999999,4.359999999999999,4.359999999999999
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Argent,Ag,0.0,0.042,0.021
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Aluminium,Al,0.8855,0.8855,0.8855
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Arsenic,As,0.01,0.01,0.005
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Baryum,Ba,8.025,8.025,8.025
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Calcium,Ca,901.5,901.5,901.5
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Cadmium,Cd,0.005555,0.005555,0.005555
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Cobalt,Co,0.01354,0.01354,0.01354
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Chromium,Cr,0.2475,0.2475,0.2475
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Cuivre,Cu,1.083,1.083,1.083
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Fer,Fe,9.0,9.0,9.0
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Germanium,Ge,0.003,0.003,0.0015
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Potassium,K,2875.0,2875.0,2875.0
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Lithium,Li,0.009845,0.009845,0.009845
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Magnésium,Mg,372.0,372.0,372.0
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Manganese,Mn,5.425000000000001,5.425000000000001,5.425000000000001
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Molybdène,Mo,0.16249999999999998,0.16249999999999998,0.16249999999999998
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Sodium,Na,863.5,863.5,863.5
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Nickel,Ni,0.2435,0.2435,0.2435
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Plomb,Pb,0.008664999999999999,0.008664999999999999,0.008664999999999999
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Antimoine,Sb,0.0005,0.00075,0.000375
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Etain,Sn,0.0034,0.00415,0.0037749999999999997
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Strontium,Sr,1.44,1.44,1.44
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Tellure,Te,0.001365,0.001865,0.001615
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Vanadium,V,0.0,0.01,0.005
Contaminants inorg et minéraux,Céréales pour petit déjeuner,muesli,N,µg/g,Zinc,Zn,5.67,5.67,5.67
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Argent,Ag,0.0,0.042,0.021
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Aluminium,Al,0.472,0.472,0.236
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Arsenic,As,0.012150000000000001,0.012150000000000001,0.00965
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Baryum,Ba,0.17099999999999999,0.17099999999999999,0.17099999999999999
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Calcium,Ca,1240.0,1240.0,1240.0
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Cadmium,Cd,0.00404,0.00404,0.00404
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Cobalt,Co,0.00767,0.00767,0.00767
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Chromium,Cr,0.2379,0.2379,0.2379
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Cuivre,Cu,0.3055,0.3055,0.3055
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Fer,Fe,14.35,14.35,14.35
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Germanium,Ge,0.002265,0.0030150000000000003,0.00264
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Potassium,K,1830.0,1830.0,1830.0
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Lithium,Li,0.004385,0.004385,0.004385
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Magnésium,Mg,217.0,217.0,217.0
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Manganese,Mn,1.43,1.43,1.43
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Molybdène,Mo,0.08125,0.08125,0.08125
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Sodium,Na,1370.0,1370.0,1370.0
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Nickel,Ni,0.08704999999999999,0.08704999999999999,0.08704999999999999
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Plomb,Pb,0.005,0.005,0.0025
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Antimoine,Sb,0.0005,0.00075,0.000375
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Etain,Sn,0.0042699999999999995,0.0042699999999999995,0.0035199999999999997
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Strontium,Sr,0.431,0.431,0.431
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Tellure,Te,0.001125,0.001625,0.001375
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Vanadium,V,0.01,0.015,0.0075
Contaminants inorg et minéraux,Céréales pour petit déjeuner,pétales de maïs,N,µg/g,Zinc,Zn,3.6100000000000003,3.6100000000000003,3.6100000000000003
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Argent,Ag,0.0231875,0.0546875,0.0310625
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Aluminium,Al,0.2065,0.33925,0.169625
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Arsenic,As,0.00511875,0.00793125,0.005275
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Baryum,Ba,0.0633125,0.083,0.05628125
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Calcium,Ca,169.73125,169.73125,168.928125
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Cadmium,Cd,0.0001875,0.00059375,0.000296875
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Cobalt,Co,0.000625,0.0013125,0.00065625
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Chromium,Cr,0.0155375,0.0205375,0.0155375
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Cuivre,Cu,0.07890625,0.0825,0.077828125
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Fer,Fe,0.0445625,0.074125,0.05128125
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Germanium,Ge,0.001326875,0.002264375,0.001514375
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Potassium,K,8.138124999999999,10.41625,8.7709375
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Lithium,Li,0.0194475,0.0194475,0.0194475
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Magnésium,Mg,18.089375,18.2715625,17.998281249999998
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Manganese,Mn,0.00885,0.01213125,0.007209375
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Molybdène,Mo,0.001375,0.006187499999999999,0.0030937499999999997
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Sodium,Na,21.6625,22.009375,21.4890625
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Nickel,Ni,0.0099375,0.03146875,0.015734375
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Plomb,Pb,0.0024375,0.0043125,0.00290625
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Antimoine,Sb,0.00025,0.000625,0.0003125
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Etain,Sn,0.0027725,0.003335,0.00249125
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Strontium,Sr,0.8020625,0.802875,0.80246875
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Tellure,Te,0.00025,0.0011250000000000001,0.0005625000000000001
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Vanadium,V,0.01115625,0.01678125,0.01271875
Contaminants inorg et minéraux,Eaux,eau de source,R,µg/g,Zinc,Zn,0.09356249999999999,0.1216875,0.095125
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Argent,Ag,0.021,0.052500000000000005,0.026250000000000002
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Aluminium,Al,0.1620625,0.3243125,0.1841875
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Arsenic,As,0.00219375,0.00625625,0.0039125
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Baryum,Ba,0.045,0.0675,0.03375
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Calcium,Ca,72.06875,72.06875,71.265625
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Cadmium,Cd,0.00054625,0.00079625,0.0004525
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Cobalt,Co,0.00089875,0.00146125,0.000805
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Chromium,Cr,0.013575,0.0192,0.0145125
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Cuivre,Cu,0.1705875,0.1705875,0.1705875
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Fer,Fe,0.0866875,0.1135625,0.09475
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Germanium,Ge,0.000919375,0.002044375,0.001294375
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Potassium,K,6.81875,8.84375,6.3125
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Lithium,Li,0.00706125,0.0070925,0.007076875
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Magnésium,Mg,9.678125,10.2246875,9.58703125
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Manganese,Mn,0.00585625,0.01054375,0.00585625
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Molybdène,Mo,0.0034374999999999996,0.0072187499999999995,0.0036093749999999997
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Sodium,Na,25.425,25.425,24.037499999999998
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Nickel,Ni,0.02738125,0.04063125,0.022412500000000002
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Plomb,Pb,0.00231625,0.0037225,0.002081875
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Antimoine,Sb,6.25e-05,0.00053125,0.000265625
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Etain,Sn,0.00189375,0.0027375,0.001753125
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Strontium,Sr,0.25571875,0.256125,0.255921875
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Tellure,Te,0.0,0.001,0.0005
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Vanadium,V,0.00793125,0.01480625,0.01136875
Contaminants inorg et minéraux,Eaux,eau du robinet,R,µg/g,Zinc,Zn,0.12762500000000002,0.137,0.1041875
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Argent,Ag,0.0,0.042,0.021
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Aluminium,Al,0.236,0.354,0.177
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Arsenic,As,0.0138,0.0138,0.011300000000000001
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Baryum,Ba,0.045,0.0675,0.03375
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Calcium,Ca,121.5,121.5,121.5
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Cadmium,Cd,0.0005,0.00075,0.000375
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Cobalt,Co,0.001,0.0015,0.00075
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Chromium,Cr,0.02,0.02,0.01
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Cuivre,Cu,0.023,0.023,0.0115
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Fer,Fe,0.0,0.043,0.0215
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Gallium,Ga,0.0,0.001,0.0005
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Germanium,Ge,0.00233,0.0030800000000000003,0.002705
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Mercure,Hg,0.0,0.005,0.0025
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Potassium,K,5.5,7.525,6.5125
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Lithium,Li,0.46599999999999997,0.46599999999999997,0.46599999999999997
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Magnésium,Mg,106.65,106.65,106.65
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Manganese,Mn,0.0,0.0075,0.00375
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Molybdène,Mo,0.0,0.0055,0.00275
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Sodium,Na,167.0,167.0,167.0
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Nickel,Ni,0.0,0.0265,0.01325
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Plomb,Pb,0.0025,0.00375,0.001875
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Antimoine,Sb,0.0005,0.00075,0.000375
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Selenium,Se,0.0,0.05,0.025
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Etain,Sn,0.0015,0.0022500000000000003,0.0011250000000000001
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Strontium,Sr,0.469,0.469,0.469
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Tellure,Te,0.001,0.0015,0.00075
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Vanadium,V,0.03635,0.03635,0.03635
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 1),N,µg/g,Zinc,Zn,0.05,0.07500000000000001,0.037500000000000006
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 2),N,µg/g,Argent,Ag,0.0,0.042,0.021
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 2),N,µg/g,Aluminium,Al,0.236,0.354,0.177
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 2),N,µg/g,Arsenic,As,0.00915,0.01165,0.0104
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 2),N,µg/g,Baryum,Ba,0.045,0.0675,0.03375
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 2),N,µg/g,Calcium,Ca,133.0,133.0,133.0
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 2),N,µg/g,Cadmium,Cd,0.001,0.001,0.0005
Contaminants inorg et minéraux,Eaux,eau minérale naturelle gazeuse (marque nationale 2),N,µg/g,Cobalt,Co,0.001,0.0015,0.00075
